,University,Department,State,Gender,Rank,Qualification,EmploymentType,Age,YearsOfExperience,Publications,PerformanceScore,AbsenceDays,CoursesTaught,StudentsSupervised,PayrollCategory,ResearchProductivity,TeachingLoad,Performance,YearsStudents
1568,Ahmadu Bello University,Engineering,Kaduna,Female,Lecturer ii,Ph.D,Contract staff,27,6,4,5.4,4,5,16,Medium,0.5714,0.2941,15.4,2.2857
1569,Abubakar Tafawa Balewa University Bauchi,Biology,Bauchi,Female,Lecturer i,M.Phil,Contract staff,40,11,8,5.6,1,2,12,Medium,0.6667,0.1538,24.6,1.0
1570,Ahmadu Bello University,Pharmacy,Rivers,Female,Lecturer i,Ph.D,Full-time staff,34,9,3,6.9,10,12,13,High,0.3,0.8571,18.9,1.3
1571,Ahmadu Bello University,Education,Benue,Female,Lecturer i,Ph.D,Full-time staff,37,13,6,8.8,2,2,6,High,0.4286,0.2857,27.8,0.4286
1572,Nnamdi Azikiwe University,Geography,Katsina,Male,Assistant lecturer,M.Sc,Full-time staff,33,6,3,6.4,2,3,0,Medium,0.4286,3.0,15.4,0.0
1573,Ahmadu Bello University,Biology,Kano,Male,Lecturer ii,M.Phil,Full-time staff,32,6,3,4.1,2,2,5,Medium,0.4286,0.3333,13.1,0.7143
1574,Bayero University Kano,English,Katsina,Female,Lecturer i,Ph.D,Full-time staff,43,15,4,3.8,1,3,6,High,0.25,0.4286,22.8,0.375
1575,University of Lagos,Library science,Oyo,Female,Lecturer i,M.Sc,Full-time staff,38,10,5,6.5,261,2,15,High,0.4545,0.125,21.5,1.3636
1576,Bayero University Kano,Computer science,Kano,Female,Lecturer i,Ph.D,Full-time staff,36,10,5,7.1,4,4,20,High,0.4545,0.1905,22.1,1.8182
1577,Obafemi Awolowo University,Biology,Sokoto,Female,Lecturer ii,Ph.D,Part-time staff,30,8,4,9.8,4,6,3,Medium,0.4444,1.5,21.8,0.3333
1578,Ahmadu Bello University,Accounting,Niger,Female,Lecturer ii,B.Sc,Full-time staff,34,5,4,9.8,1,4,18,Medium,0.6667,0.2105,18.8,3.0
1579,University of Benin,Mathematics,Kaduna,Female,Senior lecturer,M.Sc,Contract staff,41,19,10,8.8,4,4,2,Executive,0.5,1.3333,37.8,0.1
1580,Ahmadu Bello University,Geography,Rivers,Female,Associate professor,Ph.D,Full-time staff,49,27,11,3.6,1,3,5,Executive,0.3929,0.5,41.6,0.1786
1581,University of Ilorin,Engineering,Kano,Female,Assistant lecturer,M.Sc,Full-time staff,30,5,0,8.5,3,4,11,Medium,0.0,0.3333,13.5,1.8333
1582,University of Ilorin,English,Kaduna,Female,Senior lecturer,M.Sc,Full-time staff,36,13,6,5.6,3,7,11,Executive,0.4286,0.5833,24.6,0.7857
1583,Abubakar Tafawa Balewa University Bauchi,Education,Rivers,Female,Senior lecturer,M.Phil,Full-time staff,38,12,12,3.6,1,4,4,Executive,0.9231,0.8,27.6,0.3077
1584,University of Nigeria Nsukka,Engineering,Sokoto,Female,Professor,Ph.D,Full-time staff,48,25,16,4.6,6,3,9,Executive,0.6154,0.3,45.6,0.3462
1585,Nnamdi Azikiwe University,Architecture,Niger,Male,Associate professor,Ph.D,Full-time staff,41,19,14,6.5,0,3,22,Executive,0.7,0.1304,39.5,1.1
1586,University of Benin,Accounting,Kwara,Female,Lecturer i,Ph.D,Full-time staff,35,11,7,6.3,4,6,10,Medium,0.5833,0.5455,24.3,0.8333
1587,Obafemi Awolowo University,Geography,Taraba,Male,Lecturer i,M.Sc,Full-time staff,36,7,8,9.0,0,3,22,Medium,1.0,0.1304,24.0,2.75
1588,University of Ilorin,Law,Niger,Female,Lecturer i,MBA,Contract staff,42,13,6,8.2,2,6,22,High,0.4286,0.2609,27.2,1.5714
1589,University of Nigeria Nsukka,Law,Kano,Male,Associate professor,M.Sc,Full-time staff,48,26,3,7.9,2,6,3,Executive,0.1111,1.5,36.9,0.1111
1590,Federal University of Technology Minna,Mathematics,Imo,Male,Assistant lecturer,M.Sc,Contract staff,31,3,3,9.1,6,3,1,Medium,0.75,1.5,15.1,0.25
1591,Obafemi Awolowo University,Chemistry,Enugu,Female,Assistant lecturer,Ph.D,Contract staff,29,2,4,6.7,2,7,1,Medium,1.3333,3.5,12.7,0.3333
1592,University of Lagos,Law,Plateau,Female,Graduate assistant,M.Sc,Full-time staff,30,1,2,9.5,0,3,0,Medium,1.0,3.0,12.5,0.0
1593,University of Nigeria Nsukka,Computer science,Bauchi,Female,Professor,M.Sc,Full-time staff,58,0,17,5.8,1,1,19,Executive,17.0,0.05,22.8,19.0
1594,University of Lagos,Agriculture,Sokoto,Female,Lecturer i,MBA,Adjunct staff,36,9,6,7.1,10,2,15,Medium,0.6,0.125,22.1,1.5
1595,University of Lagos,Engineering,Kaduna,Female,Lecturer ii,M.Sc,Full-time staff,32,4,8,8.1,0,7,3,Medium,1.6,1.75,20.1,0.6
1596,University of Nigeria Nsukka,Engineering,Adamawa,Female,Senior lecturer,M.Sc,Full-time staff,47,19,8,4.1,0,3,11,Executive,0.4,0.25,31.1,0.55
1597,Obafemi Awolowo University,Law,Rivers,Female,Lecturer ii,Ph.D,Full-time staff,38,10,5,4.8,4,2,12,Medium,0.4545,0.1538,19.8,1.0909
1598,Bayero University Kano,Mathematics,Lagos,Female,Lecturer ii,M.Sc,Part-time staff,32,9,9,7.2,2,2,5,Medium,0.9,0.3333,25.2,0.5
1599,University of Nigeria Nsukka,Pharmacy,Adamawa,Female,Lecturer ii,B.Tech,Full-time staff,32,0,1,6.5,12,3,22,Medium,1.0,0.1304,7.5,22.0
1600,University of Ilorin,Biology,Kano,Female,Professor,Ph.D,Adjunct staff,61,38,14,4.2,2,5,23,Executive,0.359,0.2083,56.2,0.5897
1601,Bayero University Kano,Geography,Kaduna,Female,Lecturer i,B.Ed,Full-time staff,36,14,2,9.0,4,1,15,High,0.1333,0.0625,25.0,1.0
1602,University of Nigeria Nsukka,Agriculture,Niger,Male,Associate professor,Ph.D,Adjunct staff,42,18,13,4.4,3,4,13,Executive,0.6842,0.2857,35.4,0.6842
1603,Nnamdi Azikiwe University,Education,Bauchi,Male,Assistant lecturer,M.Sc,Part-time staff,28,4,3,3.6,4,1,4,Medium,0.6,0.2,10.6,0.8
1604,University of Ilorin,Computer science,Niger,Female,Assistant lecturer,M.Sc,Full-time staff,27,5,5,7.5,3,7,2,Low,0.8333,2.3333,17.5,0.3333
1605,University of Nigeria Nsukka,Education,Enugu,Female,Senior lecturer,M.Phil,Contract staff,47,16,12,6.9,5,3,20,High,0.7059,0.1429,34.9,1.1765
1606,Federal University of Technology Minna,Computer science,Rivers,Female,Graduate assistant,Ph.D,Part-time staff,24,1,1,7.2,7,7,2,Low,0.5,2.3333,9.2,1.0
1607,Obafemi Awolowo University,English,Imo,Female,Lecturer i,Ph.D,Full-time staff,38,10,6,9.4,1,3,6,High,0.5455,0.4286,25.4,0.5455
1608,Federal University of Technology Minna,Biology,Kaduna,Female,Lecturer i,LL.B,Part-time staff,34,9,8,6.1,0,3,3,High,0.8,0.75,23.1,0.3
1609,Ahmadu Bello University,Law,Abuja,Female,Senior lecturer,M.Sc,Full-time staff,43,21,3,7.4,0,1,9,Executive,0.1364,0.1,31.4,0.4091
1610,Abubakar Tafawa Balewa University Bauchi,Architecture,Enugu,Female,Lecturer ii,B.Tech,Full-time staff,35,8,3,5.8,0,2,22,Medium,0.3333,0.087,16.8,2.4444
1611,University of Benin,English,Rivers,Female,Lecturer i,M.Sc,Full-time staff,36,7,3,9.2,3,3,4,High,0.375,0.6,19.2,0.5
1612,University of Nigeria Nsukka,English,Enugu,Female,Lecturer i,Ph.D,Part-time staff,39,15,5,9.9,1,7,3,High,0.3125,1.75,29.9,0.1875
1613,University of Benin,Medicine,Kaduna,Female,Senior lecturer,B.Tech,Full-time staff,38,13,5,4.1,1,3,11,High,0.3571,0.25,22.1,0.7857
1614,University of Nigeria Nsukka,Pharmacy,Kano,Female,Professor,B.Sc,Full-time staff,58,33,9,3.9,3,7,20,Executive,0.2647,0.3333,45.9,0.5882
1615,Abubakar Tafawa Balewa University Bauchi,Pharmacy,Plateau,Female,Senior lecturer,M.Ed,Contract staff,42,14,5,5.4,2,4,7,Executive,0.3333,0.5,24.4,0.4667
1616,University of Ilorin,Agriculture,Lagos,Female,Lecturer i,Ph.D,Full-time staff,39,15,7,4.0,5,3,23,High,0.4375,0.125,26.0,1.4375
1617,Federal University of Technology Minna,Pharmacy,Rivers,Female,Lecturer ii,Ph.D,Full-time staff,32,8,5,5.6,261,4,18,Medium,0.5556,0.2105,18.6,2.0
1618,Obafemi Awolowo University,Physics,Niger,Female,Lecturer i,M.Phil,Contract staff,36,8,9,6.7,5,6,5,High,1.0,1.0,23.7,0.5556
1619,Nnamdi Azikiwe University,Library science,Delta,Female,Senior lecturer,B.Tech,Full-time staff,40,18,10,5.2,2,5,23,Executive,0.5263,0.2083,33.2,1.2105
1620,Federal University of Technology Minna,Chemistry,Benue,Female,Lecturer ii,Ph.D,Full-time staff,34,6,6,4.5,0,1,14,Medium,0.8571,0.0667,16.5,2.0
1621,Federal University of Technology Minna,Computer science,Plateau,Female,Senior lecturer,M.Sc,Full-time staff,42,20,3,7.0,1,7,5,Executive,0.1429,1.1667,30.0,0.2381
1622,University of Benin,Mathematics,Kwara,Female,Associate professor,M.Phil,Full-time staff,52,28,19,5.9,3,5,21,Executive,0.6552,0.2273,52.9,0.7241
1623,Obafemi Awolowo University,Agriculture,Katsina,Male,Senior lecturer,M.Sc,Part-time staff,44,17,11,3.6,3,3,13,Executive,0.6111,0.2143,31.6,0.7222
1624,University of Benin,Engineering,Taraba,Female,Senior lecturer,Ph.D,Full-time staff,39,15,13,4.5,4,3,22,Executive,0.8125,0.1304,32.5,1.375
1625,University of Ilorin,Accounting,Kaduna,Female,Assistant lecturer,Ph.D,Full-time staff,28,6,7,9.5,4,7,1,Medium,1.0,3.5,22.5,0.1429
1626,Federal University of Technology Minna,Architecture,Oyo,Male,Senior lecturer,Ph.D,Full-time staff,40,13,0,3.8,3,1,22,Executive,0.0,0.0435,16.8,1.5714
1627,Bayero University Kano,Chemistry,Benue,Female,Senior lecturer,Ph.D,Full-time staff,42,16,7,9.8,1,2,6,Executive,0.4118,0.2857,32.8,0.3529
1628,Ahmadu Bello University,Geography,Enugu,Female,Associate professor,M.Sc,Adjunct staff,45,21,0,6.0,0,6,5,Executive,0.0,1.0,27.0,0.2273
1629,University of Lagos,Education,Enugu,Female,Lecturer i,M.Ed,Full-time staff,35,10,0,9.0,2,1,23,High,0.0,0.0417,19.0,2.0909
1630,Bayero University Kano,Engineering,Taraba,Female,Lecturer ii,Ph.D,Full-time staff,32,7,9,4.5,4,3,23,Medium,1.125,0.125,20.5,2.875
1631,Federal University of Technology Minna,Agriculture,Delta,Female,Senior lecturer,Ph.D,Full-time staff,38,12,0,8.4,1,6,6,Executive,0.0,0.8571,20.4,0.4615
1632,University of Lagos,History,Abuja,Female,Lecturer i,Ph.D,Full-time staff,41,12,6,9.2,4,6,10,High,0.4615,0.5455,27.2,0.7692
1633,University of Lagos,Engineering,Oyo,Female,Senior lecturer,Ph.D,Part-time staff,41,14,5,9.3,4,6,10,Executive,0.3333,0.5455,28.3,0.6667
1634,Nnamdi Azikiwe University,Accounting,Taraba,Male,Lecturer i,Ph.D,Full-time staff,33,10,6,7.7,2,5,15,High,0.5455,0.3125,23.7,1.3636
1635,University of Nigeria Nsukka,Physics,Katsina,Female,Associate professor,M.Sc,Part-time staff,47,21,8,9.8,3,3,12,Executive,0.3636,0.2308,38.8,0.5455
1636,University of Lagos,Pharmacy,Abuja,Female,Assistant lecturer,Ph.D,Adjunct staff,28,4,4,7.1,4,4,1,Medium,0.8,2.0,15.1,0.2
1637,Nnamdi Azikiwe University,Law,Imo,Female,Senior lecturer,Ph.D,Full-time staff,49,22,8,9.4,5,6,19,Executive,0.3478,0.3,39.4,0.8261
1638,University of Ilorin,Biology,Imo,Female,Associate professor,M.Sc,Full-time staff,55,23,0,9.4,0,2,24,Executive,0.0,0.08,32.4,1.0
1639,University of Nigeria Nsukka,Agriculture,Kano,Female,Professor,M.Sc,Full-time staff,56,39,11,6.6,4,1,13,Executive,0.275,0.0714,56.6,0.325
1640,University of Nigeria Nsukka,English,Bauchi,Female,Senior lecturer,B.Sc,Part-time staff,45,16,9,9.1,0,1,10,Executive,0.5294,0.0909,34.1,0.5882
1641,Bayero University Kano,Mathematics,Abuja,Female,Senior lecturer,Ph.D,Full-time staff,38,13,7,4.5,1,3,9,Executive,0.5,0.3,24.5,0.6429
1642,Ahmadu Bello University,Medicine,Imo,Female,Associate professor,M.Sc,Full-time staff,54,25,11,9.5,5,7,15,Executive,0.4231,0.4375,45.5,0.5769
1643,Bayero University Kano,Pharmacy,Kano,Male,Assistant lecturer,M.Sc,Visiting staff,34,5,6,4.2,2,2,4,Medium,1.0,0.4,15.2,0.6667
1644,University of Benin,Statistics,Katsina,Female,Lecturer i,M.Sc,Full-time staff,41,15,0,5.2,2,5,4,High,0.0,1.0,20.2,0.25
1645,Abubakar Tafawa Balewa University Bauchi,Agriculture,Plateau,Female,Senior lecturer,Ph.D,Full-time staff,44,18,7,9.5,6,1,24,High,0.3684,0.04,34.5,1.2632
1646,University of Ilorin,Statistics,Delta,Female,Associate professor,M.Sc,Part-time staff,49,20,6,4.3,0,2,21,Executive,0.2857,0.0909,30.3,1.0
1647,University of Benin,Architecture,Kwara,Female,Lecturer ii,Ph.D,Full-time staff,32,9,8,4.9,1,2,13,Medium,0.8,0.1429,21.9,1.3
1648,Ahmadu Bello University,Engineering,Benue,Female,Lecturer ii,B.Sc,Full-time staff,33,6,2,9.7,2,5,21,Medium,0.2857,0.2273,17.7,3.0
1649,Abubakar Tafawa Balewa University Bauchi,Education,Oyo,Female,Professor,Ph.D,Full-time staff,56,37,4,6.4,3,1,7,Executive,0.1053,0.125,47.4,0.1842
1650,Obafemi Awolowo University,Pharmacy,Benue,Female,Professor,B.Tech,Full-time staff,53,26,23,8.5,1,7,5,Executive,0.8519,1.1667,57.5,0.1852
1651,Bayero University Kano,Architecture,Kano,Female,Senior lecturer,Ph.D,Full-time staff,48,22,1,8.3,0,7,14,Executive,0.0435,0.4667,31.3,0.6087
1652,Bayero University Kano,Law,Benue,Female,Senior lecturer,Ph.D,Full-time staff,43,20,7,5.9,4,6,7,Executive,0.3333,0.75,32.9,0.3333
1653,Ahmadu Bello University,Engineering,Plateau,Female,Lecturer i,Ph.D,Full-time staff,36,14,5,7.6,261,7,18,High,0.3333,0.3684,26.6,1.2
1654,Federal University of Technology Minna,History,Katsina,Male,Lecturer i,Ph.D,Contract staff,37,8,1,4.0,7,4,7,High,0.1111,0.5,13.0,0.7778
1655,University of Ilorin,Architecture,Kano,Female,Lecturer ii,B.Tech,Full-time staff,32,4,7,6.9,4,5,15,Medium,1.4,0.3125,17.9,3.0
1656,University of Benin,Geography,Zamfara,Female,Senior lecturer,Ph.D,Full-time staff,46,22,12,9.8,2,0,8,Executive,0.5217,0.0,43.8,0.3478
1657,University of Lagos,Economics,Bauchi,Female,Lecturer i,B.Tech,Full-time staff,39,10,6,6.9,1,7,11,High,0.5455,0.5833,22.9,1.0
1658,Bayero University Kano,Statistics,Zamfara,Female,Lecturer i,Ph.D,Full-time staff,32,7,2,9.6,0,6,5,High,0.25,1.0,18.6,0.625
1659,Nnamdi Azikiwe University,Mathematics,Taraba,Female,Associate professor,B.Tech,Full-time staff,44,19,10,4.9,3,6,19,Executive,0.5,0.3,33.9,0.95
1660,Abubakar Tafawa Balewa University Bauchi,Biology,Kaduna,Female,Graduate assistant,M.Sc,Full-time staff,24,2,2,5.2,6,2,1,Low,0.6667,1.0,9.2,0.3333
1661,Nnamdi Azikiwe University,History,Taraba,Female,Lecturer ii,Ph.D,Full-time staff,31,7,4,9.8,2,6,15,Medium,0.5,0.375,20.8,1.875
1662,Obafemi Awolowo University,Nursing,Anambra,Female,Lecturer ii,M.Sc,Full-time staff,36,7,5,6.5,6,5,22,Medium,0.625,0.2174,18.5,2.75
1663,University of Nigeria Nsukka,Medicine,Rivers,Female,Senior lecturer,Ph.D,Full-time staff,43,16,10,5.9,5,3,23,Executive,0.5882,0.125,31.9,1.3529
1664,Obafemi Awolowo University,Biology,Kaduna,Female,Assistant lecturer,Ph.D,Full-time staff,26,2,7,6.8,3,1,4,Medium,2.3333,0.2,15.8,1.3333
1665,University of Benin,Agriculture,Oyo,Female,Lecturer i,M.Sc,Visiting staff,33,10,5,8.6,4,7,17,Medium,0.4545,0.3889,23.6,1.5455
1666,University of Nigeria Nsukka,Pharmacy,Bauchi,Female,Senior lecturer,Ph.D,Adjunct staff,47,19,4,3.6,1,4,20,High,0.2,0.1905,26.6,1.0
1667,University of Lagos,Physics,Sokoto,Female,Lecturer ii,LL.B,Full-time staff,32,10,7,5.4,3,2,24,Medium,0.6364,0.08,22.4,2.1818
1668,University of Benin,Architecture,Zamfara,Male,Lecturer i,M.Sc,Full-time staff,37,8,4,7.7,2,6,7,Medium,0.4444,0.75,19.7,0.7778
1669,University of Lagos,Architecture,Enugu,Female,Lecturer ii,M.Sc,Part-time staff,37,8,1,6.9,6,2,16,Medium,0.1111,0.1176,15.9,1.7778
1670,Abubakar Tafawa Balewa University Bauchi,Statistics,Lagos,Female,Senior lecturer,Ph.D,Full-time staff,50,22,7,4.4,8,6,11,Executive,0.3043,0.5,33.4,0.4783
1671,Obafemi Awolowo University,Engineering,Oyo,Female,Lecturer i,Ph.D,Full-time staff,33,10,2,6.4,7,5,6,High,0.1818,0.7143,18.4,0.5455
1672,Obafemi Awolowo University,Architecture,Bauchi,Female,Lecturer i,B.Ed,Full-time staff,37,8,0,6.6,1,2,19,High,0.0,0.1,14.6,2.1111
1673,Federal University of Technology Minna,Law,Imo,Female,Associate professor,M.Sc,Part-time staff,51,28,4,5.1,2,5,7,Executive,0.1379,0.625,37.1,0.2414
1674,University of Benin,Engineering,Taraba,Female,Associate professor,MBA,Full-time staff,52,29,6,6.6,4,5,4,Executive,0.2,1.0,41.6,0.1333
1675,University of Ilorin,Engineering,Adamawa,Female,Lecturer ii,Ph.D,Full-time staff,29,7,6,8.4,0,5,16,Medium,0.75,0.2941,21.4,2.0
1676,Ahmadu Bello University,Agriculture,Kaduna,Female,Lecturer ii,M.Sc,Part-time staff,30,0,4,8.3,2,1,3,Medium,4.0,0.25,12.3,3.0
1677,Obafemi Awolowo University,Pharmacy,Zamfara,Female,Lecturer i,Ph.D,Full-time staff,35,13,4,7.7,2,3,11,High,0.2857,0.25,24.7,0.7857
1678,Nnamdi Azikiwe University,Computer science,Adamawa,Female,Associate professor,Ph.D,Full-time staff,57,29,8,7.3,7,1,2,Executive,0.2667,0.3333,44.3,0.0667
1679,University of Benin,Biology,Kwara,Female,Lecturer i,Ph.D,Full-time staff,30,7,3,9.2,1,3,7,High,0.375,0.375,19.2,0.875
1680,Obafemi Awolowo University,Statistics,Zamfara,Female,Lecturer i,B.Ed,Full-time staff,37,15,7,8.4,1,7,9,High,0.4375,0.7,30.4,0.5625
1681,Ahmadu Bello University,Accounting,Plateau,Female,Assistant lecturer,B.Ed,Full-time staff,32,4,4,6.1,2,3,2,Medium,0.8,1.0,14.1,0.4
1682,Ahmadu Bello University,Geography,Niger,Male,Lecturer ii,M.Sc,Contract staff,34,0,8,6.1,6,2,24,Medium,8.0,0.08,14.1,24.0
1683,Federal University of Technology Minna,Engineering,Delta,Female,Senior lecturer,B.Sc,Full-time staff,46,22,14,5.2,0,7,18,High,0.6087,0.3684,41.2,0.7826
1684,University of Benin,History,Plateau,Female,Lecturer i,M.Tech,Full-time staff,40,13,9,6.1,0,1,5,High,0.6429,0.1667,28.1,0.3571
1685,University of Benin,Education,Imo,Female,Professor,M.Ed,Full-time staff,61,39,11,4.5,0,7,2,Executive,0.275,2.3333,54.5,0.05
1686,Bayero University Kano,English,Kaduna,Female,Lecturer i,Ph.D,Full-time staff,30,8,3,5.9,0,5,20,High,0.3333,0.2381,16.9,2.2222
1687,University of Lagos,Physics,Plateau,Female,Lecturer i,B.Sc,Full-time staff,32,7,7,8.5,0,4,15,High,0.875,0.25,22.5,1.875
1688,Federal University of Technology Minna,Engineering,Taraba,Female,Lecturer i,LL.B,Visiting staff,36,14,11,6.3,5,3,16,High,0.7333,0.1765,31.3,1.0667
1689,Ahmadu Bello University,Law,Plateau,Female,Lecturer i,M.Sc,Full-time staff,36,7,6,6.6,4,7,12,Medium,0.75,0.5385,19.6,1.5
1690,Federal University of Technology Minna,History,Adamawa,Female,Graduate assistant,M.Ed,Part-time staff,26,0,4,4.3,6,6,1,Low,4.0,3.0,8.3,1.0
1691,University of Benin,Geography,Imo,Female,Senior lecturer,Ph.D,Full-time staff,37,15,8,7.7,2,7,5,Executive,0.5,1.1667,30.7,0.3125
1692,Abubakar Tafawa Balewa University Bauchi,Library science,Katsina,Male,Lecturer i,Ph.D,Full-time staff,39,11,6,6.5,1,1,20,High,0.5,0.0476,23.5,1.6667
1693,Ahmadu Bello University,Statistics,Abuja,Female,Associate professor,Ph.D,Part-time staff,50,0,7,5.2,4,3,20,Executive,7.0,0.1429,12.2,20.0
1694,Abubakar Tafawa Balewa University Bauchi,Geography,Oyo,Male,Lecturer i,M.Sc,Part-time staff,37,8,8,4.3,261,3,19,Medium,0.8889,0.15,20.3,2.1111
1695,Federal University of Technology Minna,Education,Niger,Female,Professor,B.Ed,Part-time staff,63,36,1,6.3,1,3,8,Executive,0.027,0.3333,43.3,0.2162
1696,Abubakar Tafawa Balewa University Bauchi,Medicine,Niger,Female,Lecturer ii,B.Ed,Full-time staff,35,10,9,4.0,5,4,22,Medium,0.8182,0.1739,23.0,2.0
1697,University of Benin,Nursing,Oyo,Female,Senior lecturer,Ph.D,Part-time staff,41,15,6,3.6,3,7,11,Executive,0.375,0.5833,24.6,0.6875
1698,Nnamdi Azikiwe University,History,Kano,Male,Lecturer ii,Ph.D,Visiting staff,28,5,6,5.0,1,3,19,Medium,1.0,0.15,16.0,3.1667
1699,University of Lagos,History,Katsina,Male,Associate professor,M.Ed,Full-time staff,55,28,8,6.8,1,2,19,Executive,0.2759,0.1,42.8,0.6552
1700,Obafemi Awolowo University,Architecture,Sokoto,Female,Professor,B.Sc,Full-time staff,50,25,11,7.9,2,1,23,Executive,0.4231,0.0417,43.9,0.8846
1701,University of Nigeria Nsukka,History,Niger,Female,Lecturer ii,Ph.D,Part-time staff,34,10,2,6.6,3,7,8,Medium,0.1818,0.7778,18.6,0.7273
1702,Obafemi Awolowo University,Engineering,Oyo,Female,Lecturer ii,Ph.D,Full-time staff,30,8,1,8.3,4,3,16,Medium,0.1111,0.1765,17.3,1.7778
1703,University of Lagos,Economics,Kano,Female,Assistant lecturer,B.Sc,Full-time staff,29,5,3,7.1,2,4,2,Medium,0.5,1.3333,15.1,0.3333
1704,Bayero University Kano,Mathematics,Zamfara,Female,Associate professor,Ph.D,Full-time staff,56,28,8,9.1,4,4,11,Executive,0.2759,0.3333,45.1,0.3793
1705,Bayero University Kano,Biology,Lagos,Female,Senior lecturer,MBA,Full-time staff,40,0,3,6.6,2,4,18,Executive,3.0,0.2105,9.6,18.0
1706,Nnamdi Azikiwe University,History,Niger,Female,Senior lecturer,Ph.D,Full-time staff,46,21,13,3.8,209,3,24,High,0.5909,0.12,37.8,1.0909
1707,University of Ilorin,Law,Kano,Female,Senior lecturer,M.Sc,Full-time staff,41,15,14,9.3,8,2,13,Executive,0.875,0.1429,38.3,0.8125
1708,Bayero University Kano,Accounting,Enugu,Female,Lecturer ii,Ph.D,Full-time staff,32,7,3,9.0,1,7,16,Medium,0.375,0.4118,19.0,2.0
1709,Ahmadu Bello University,English,Zamfara,Female,Associate professor,Ph.D,Full-time staff,48,23,9,3.6,7,6,23,Executive,0.375,0.25,35.6,0.9583
1710,Nnamdi Azikiwe University,Mathematics,Lagos,Female,Graduate assistant,Ph.D,Adjunct staff,24,1,3,7.7,1,3,2,Low,1.5,1.0,11.7,1.0
1711,Bayero University Kano,Engineering,Benue,Female,Associate professor,Ph.D,Full-time staff,41,18,6,7.1,3,5,9,Executive,0.3158,0.5,31.1,0.4737
1712,University of Lagos,Nursing,Adamawa,Female,Graduate assistant,Ph.D,Full-time staff,24,1,3,5.4,2,4,1,Low,1.5,2.0,9.4,0.5
1713,Bayero University Kano,Geography,Adamawa,Male,Senior lecturer,M.Sc,Full-time staff,42,19,9,4.4,4,2,4,Executive,0.45,0.4,32.4,0.2
1714,University of Nigeria Nsukka,Physics,Taraba,Female,Lecturer i,M.Sc,Full-time staff,32,10,9,4.9,2,6,11,High,0.8182,0.5,23.9,1.0
1715,Bayero University Kano,Accounting,Kaduna,Female,Senior lecturer,M.Phil,Full-time staff,44,21,5,3.8,1,5,4,Executive,0.2273,1.0,29.8,0.1818
1716,Federal University of Technology Minna,Accounting,Plateau,Female,Lecturer ii,M.Sc,Full-time staff,36,10,5,10.0,4,5,10,Medium,0.4545,0.4545,25.0,0.9091
1717,Ahmadu Bello University,Economics,Delta,Female,Professor,Ph.D,Visiting staff,64,35,21,6.6,1,2,12,Executive,0.5833,0.1538,62.6,0.3333
1718,University of Lagos,Law,Delta,Female,Lecturer i,B.Sc,Adjunct staff,36,15,6,4.9,0,5,17,High,0.375,0.2778,25.9,1.0625
1719,University of Ilorin,Library science,Oyo,Female,Lecturer i,Ph.D,Full-time staff,37,15,5,5.4,2,2,20,High,0.3125,0.0952,25.4,1.25
1720,Federal University of Technology Minna,Engineering,Zamfara,Female,Graduate assistant,M.Sc,Full-time staff,29,1,5,6.4,4,1,0,Low,2.5,1.0,12.4,0.0
1721,Obafemi Awolowo University,Pharmacy,Plateau,Female,Lecturer ii,B.Sc,Full-time staff,32,9,7,9.5,3,7,22,Medium,0.7,0.3043,25.5,2.2
1722,University of Benin,Economics,Niger,Female,Senior lecturer,M.Sc,Full-time staff,48,19,1,8.7,3,5,11,Executive,0.05,0.4167,28.7,0.55
1723,Abubakar Tafawa Balewa University Bauchi,Computer science,Katsina,Female,Associate professor,Ph.D,Full-time staff,47,20,17,9.9,6,5,11,Executive,0.8095,0.4167,46.9,0.5238
1724,University of Nigeria Nsukka,Geography,Zamfara,Male,Assistant lecturer,Ph.D,Full-time staff,25,3,5,9.1,2,3,11,Medium,1.25,0.25,17.1,2.75
1725,University of Ilorin,Accounting,Enugu,Female,Lecturer i,M.Sc,Full-time staff,44,15,4,3.6,4,7,3,High,0.25,1.75,22.6,0.1875
1726,Federal University of Technology Minna,Mathematics,Kano,Female,Lecturer i,M.Sc,Visiting staff,42,14,9,7.1,2,2,14,High,0.6,0.1333,30.1,0.9333
